Fan,Refrigerator,AirConditioner,Television,Monitor,Month,MonthlyHours,TariffRate,City_Ahmedabad,City_Chennai,City_Dahej,City_Faridabad,City_Gurgaon,City_Hyderabad,City_Kolkata,City_Mumbai,City_Nagpur,City_Navi Mumbai,City_New Delhi,City_Noida,City_Pune,City_Ratnagiri,City_Shimla,City_Vadodara,ElectricityBill
3,4,5,1,1,12,673,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5855.099999999999
5,5,2,4,1,4,668,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5544.400000000001
1,4,3,3,1,5,597,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5193.9
1,3,2,3,1,6,514,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4677.4
4,4,1,1,1,6,358,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828.2000000000003
2,5,3,1,1,4,387,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2863.8
1,1,5,1,1,10,282,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2594.3999999999996
1,1,1,1,3,12,196,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.4
3,4,2,1,5,5,635,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5207.0
3,5,1,4,1,10,692,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5328.400000000001
5,4,1,1,1,9,397,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3056.9
4,4,5,3,1,11,593,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5514.900000000001
2,5,1,3,1,1,431,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3491.1
3,4,1,4,1,11,637,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4841.2
4,4,2,3,1,6,572,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5205.2
4,4,1,1,5,2,360,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3276.0
2,5,3,3,1,11,428,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3252.7999999999997
2,4,3,4,1,10,460,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3588.0
4,4,1,4,5,6,577,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4442.900000000001
3,4,2,4,5,1,594,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5464.799999999999
1,3,2,1,1,5,380,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3382.0
3,5,1,3,1,3,582,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4597.8
2,5,3,3,1,3,495,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4306.5
4,4,1,2,1,1,380,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3078.0
1,5,3,2,1,4,568,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4600.8
1,3,1,4,1,2,496,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3670.4
4,4,5,4,5,5,727,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6034.1
5,5,1,2,1,2,438,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3591.6
1,1,5,3,1,4,389,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3462.1000000000004
4,4,5,1,5,1,743,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6761.3
4,4,5,4,5,10,796,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6049.599999999999
2,4,2,4,1,9,470,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3619.0
1,1,1,5,1,1,505,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3838.0
4,5,5,1,1,2,560,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4648.0
3,5,1,4,1,1,516,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4231.2
2,2,1,2,1,10,427,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373.3
3,4,3,4,1,1,491,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3633.4
3,5,1,4,1,4,424,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3434.3999999999996
4,5,1,2,1,5,418,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3093.2000000000003
2,5,2,2,1,12,447,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4067.7
5,4,1,1,1,2,396,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484.8
5,5,3,5,1,7,742,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6900.6
4,5,2,2,1,7,461,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4010.7
5,4,5,3,1,9,704,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5913.6
3,5,1,4,1,1,497,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4423.3
2,4,2,2,1,8,476,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3855.6
1,4,1,2,1,9,310,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2356.0
4,4,5,1,1,3,562,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4552.2
1,3,2,4,1,6,418,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3427.6
2,4,5,3,1,1,608,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5350.400000000001
1,4,5,4,1,3,682,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5728.8
4,4,3,3,1,2,608,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4620.8
2,4,3,5,1,6,554,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4709.0
4,4,3,4,1,6,681,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5992.8
2,4,3,2,5,1,447,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4067.7
2,5,2,4,1,4,617,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5676.4
1,5,5,3,1,5,575,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5117.5
1,4,2,1,3,11,541,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4219.8
2,1,3,3,1,9,554,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4930.6
3,5,2,4,1,5,467,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3969.5
1,3,2,2,1,10,323,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2971.6
4,4,1,3,1,9,610,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4636.0
1,3,2,2,1,6,313,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2910.9
3,4,1,3,1,6,601,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5108.5
4,4,3,4,1,10,637,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5414.5
4,5,2,4,1,8,651,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5989.2
3,5,3,1,1,11,393,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104.7000000000003
4,5,2,5,1,1,702,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6247.8
1,1,2,4,1,7,383,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3485.2999999999997
1,1,3,3,1,6,441,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3704.4
4,5,3,4,1,8,589,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5418.799999999999
2,5,1,4,1,4,589,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5124.299999999999
3,4,2,4,1,7,578,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4855.2
2,4,2,3,1,1,483,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3767.4
4,4,5,4,1,2,641,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4999.8
2,4,5,3,1,9,456,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012.8
4,5,1,4,1,11,432,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3931.2
4,5,3,4,5,11,743,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6835.599999999999
3,5,5,2,1,3,567,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4365.900000000001
2,5,2,2,1,10,480,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4176.0
2,4,3,1,1,4,537,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4510.8
1,3,1,3,1,8,522,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4437.0
2,4,1,2,1,5,476,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3903.2
4,5,1,3,5,5,741,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6224.400000000001
2,4,3,5,5,7,830,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6142.0
1,4,2,1,3,4,327,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877.6000000000004
4,5,5,4,1,8,672,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5510.4
3,5,3,4,1,12,600,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4980.0
3,4,5,2,1,1,676,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5948.8
4,4,5,1,1,7,573,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5271.599999999999
4,4,2,2,1,7,608,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5593.599999999999
4,4,2,5,1,12,513,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4668.3
2,5,5,2,5,3,753,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5798.1
1,1,3,1,1,11,394,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3073.2
1,1,2,1,1,4,301,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2498.3
1,1,5,2,1,5,540,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4104.0
1,1,3,2,1,5,411,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3370.2
1,1,2,3,1,3,356,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812.4
5,5,1,1,1,3,439,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4082.7
5,4,2,1,1,4,407,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3296.7
3,5,5,1,5,9,534,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699.200000000001
4,4,2,4,1,1,508,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4114.8
1,2,5,2,1,6,334,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2772.2000000000003
5,4,5,2,5,5,558,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4631.400000000001
2,4,3,2,1,3,583,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4955.5
4,5,3,4,1,3,664,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5776.799999999999
1,2,2,1,3,10,301,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2769.2
1,2,3,3,1,6,372,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3422.3999999999996
4,5,2,4,1,7,695,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5698.999999999999
4,4,2,3,1,4,674,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6200.799999999999
2,4,5,4,1,8,695,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5421.0
1,3,2,1,1,2,345,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2932.5
4,5,1,2,5,12,561,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4319.7
1,2,1,3,1,6,487,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4480.4
4,5,5,1,1,11,659,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206.1
2,5,1,3,1,8,411,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3575.7
3,4,2,2,5,11,481,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4377.099999999999
4,4,5,3,1,6,461,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4241.2
2,4,3,2,1,5,443,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3411.1
2,5,1,4,1,3,416,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660.8
3,5,1,3,1,7,464,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3526.3999999999996
4,4,1,1,1,11,319,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2424.4
4,4,1,2,5,11,490,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4557.0
4,5,2,1,1,4,383,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025.7000000000003
2,5,3,2,1,7,403,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3103.1
3,4,2,2,1,7,599,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4851.9
4,4,2,3,1,9,611,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4765.8
2,4,2,3,1,11,463,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4074.400000000001
2,4,1,2,1,12,548,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4164.8
3,5,2,3,5,9,676,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5610.8
4,5,5,2,5,5,752,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6091.2
4,5,1,3,1,2,400,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3400.0
3,5,5,2,1,8,525,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4777.5
3,5,1,4,1,12,443,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3632.6
4,5,3,3,5,9,709,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6522.799999999999
1,4,2,3,3,11,587,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4578.599999999999
3,5,2,2,1,3,632,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5498.4
3,5,5,1,1,5,595,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4403.0
2,5,1,2,1,12,520,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3848.0
2,5,1,2,1,8,399,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3311.7000000000003
2,5,3,1,5,2,618,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5685.599999999999
3,4,3,3,1,11,619,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4828.2
2,5,5,4,1,6,707,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5373.2
2,4,3,1,1,5,469,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3986.5
2,4,1,5,1,8,454,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3859.0
1,2,5,1,1,8,379,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3448.9
5,5,5,1,1,10,660,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5478.000000000001
3,5,3,4,1,12,694,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482.6
2,4,2,3,1,8,581,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4415.599999999999
2,5,5,2,1,8,549,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4501.799999999999
2,4,5,3,5,12,530,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4717.0
4,4,3,1,1,2,342,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2804.3999999999996
2,5,2,1,1,3,529,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4443.6
2,4,5,1,1,1,476,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3903.2
2,4,1,3,5,1,497,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4174.8
2,4,1,3,1,11,444,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4084.8
1,1,3,3,1,9,411,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3164.7000000000003
2,4,1,3,5,4,481,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4425.2
1,1,2,4,1,7,378,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3439.7999999999997
1,5,2,1,3,1,376,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3308.8
2,5,2,4,1,6,614,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4543.6
4,5,3,3,1,4,449,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3322.6000000000004
3,4,5,2,1,12,539,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4797.1
3,5,5,5,1,11,671,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5636.400000000001
2,4,1,1,1,11,421,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3241.7000000000003
3,4,3,1,1,6,522,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4384.8
1,3,2,2,1,9,475,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.0
1,1,1,2,1,8,373,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3170.5
4,5,1,2,1,5,371,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3376.1
2,4,2,4,1,10,628,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5149.599999999999
3,5,3,2,1,10,520,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4264.0
5,5,3,3,1,6,492,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4378.8
4,4,3,1,1,12,454,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3541.2
3,4,3,1,1,1,424,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3773.6
1,2,2,2,1,1,293,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2607.7000000000003
4,4,5,3,1,7,531,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4354.2
3,4,1,1,1,2,385,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2926.0
1,1,1,1,1,3,358,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2792.4
1,1,1,2,1,4,351,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2737.7999999999997
5,4,2,1,5,10,626,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4882.8
2,1,5,4,3,7,667,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5802.9
3,4,3,3,5,5,748,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6133.599999999999
4,5,3,4,1,1,597,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5014.8
4,5,2,4,1,5,589,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5124.299999999999
1,5,3,3,3,10,584,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5314.4
2,4,2,2,1,5,593,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5159.099999999999
2,1,3,2,1,4,314,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.6
2,5,5,3,1,5,671,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5636.400000000001
3,5,2,2,1,1,451,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3653.1
3,5,2,1,1,4,327,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2550.6
2,1,3,4,1,11,593,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4388.2
2,5,5,2,1,7,460,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3496.0
1,5,5,3,3,2,395,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120.5
4,4,5,2,1,10,541,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4706.7
1,5,3,4,1,3,641,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4935.7
2,4,2,2,1,4,299,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2212.6
1,2,3,4,1,6,510,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4539.0
1,3,3,4,1,3,657,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5584.5
4,4,5,2,1,12,534,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4912.799999999999
2,4,2,1,1,10,541,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4219.8
2,4,3,2,1,1,614,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4727.8
1,3,2,2,1,11,523,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4393.2
1,3,5,3,1,6,618,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5623.8
3,5,3,1,1,5,531,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4301.099999999999
3,4,2,3,5,3,546,9.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4968.599999999999
3,4,3,1,1,6,394,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467.2000000000003
2,5,3,4,1,11,578,9.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5317.599999999999
3,5,2,2,5,6,517,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4394.5
2,4,1,4,1,12,520,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4056.0
1,1,2,3,1,11,425,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3484.9999999999995
2,5,3,1,5,12,627,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5454.9
5,4,3,2,1,10,655,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6091.500000000001
4,4,2,3,1,6,581,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4415.599999999999
3,5,2,1,1,10,371,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3450.3
1,1,2,3,3,5,461,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4287.3
1,5,5,1,1,11,387,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3289.5
3,5,2,1,1,3,562,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5001.8
1,3,5,2,1,12,479,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4454.700000000001
5,5,5,1,1,9,615,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5104.5
2,4,1,3,1,8,426,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3791.4
2,5,3,1,1,2,428,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766.4
1,1,3,1,1,8,320,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2688.0
4,5,2,2,1,9,447,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3486.6
1,5,1,1,1,9,275,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2145.0
1,1,2,2,1,2,202,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1676.6
1,1,5,2,1,4,287,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2181.2
1,4,2,4,1,3,459,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3488.3999999999996
1,4,1,3,1,4,569,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4210.6
5,4,5,3,1,7,587,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5459.1
2,4,1,4,1,8,530,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187.0
2,4,5,3,1,5,580,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5162.0
1,1,2,2,3,5,441,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483.9
3,5,2,3,1,8,525,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.0
1,1,1,2,1,7,363,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2831.4
3,4,5,3,1,5,686,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5693.8
1,5,2,4,1,6,472,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3964.8
2,4,2,2,5,1,514,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4266.200000000001
1,5,1,4,1,1,359,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3123.2999999999997
2,1,2,3,1,8,390,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3197.9999999999995
1,4,3,3,1,2,555,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4551.0
4,5,1,2,1,4,619,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5509.1
2,5,1,3,1,9,419,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3268.2
3,5,3,3,1,4,493,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3746.8
1,2,2,4,1,1,477,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4197.6
4,4,2,2,1,1,631,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5174.2
3,4,1,5,1,3,510,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3876.0
2,4,5,1,5,2,369,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2730.6
